detector-Id,latitude,longitude,detector-type,lane-id,lane-name
IWZ3162 - I-80 EB @ Davenport RA,41596533,-90477900,Microwave Radar,1,IWZ3162-EB LL
IWZ3162 - I-80 EB @ Davenport RA,41596533,-90477900,Microwave Radar,2,IWZ3162-EB RL
IWZ0259 - NB,41670072,-93620333,Microwave Radar,2,IWZ259-NB CL
IWZ0259 - SB,41670082,-93620636,Microwave Radar,1,IWZ259-SB CL
IWZ0259 - IA 415 SB Left Turn @ ,41670071,-93620490,Microwave Radar,1,IWZ259-SB LT
IWZ3185 - US 75 NB @ MM 100.1,42559398,-96334253,Microwave Radar,2,IWZ3185-NB RL
IWZ3185 - US 75 NB @ MM 100.1,42559398,-96334253,Microwave Radar,1,IWZ3185-NB LL
IWZ3185 - US 75 SB @ MM 100.1,42559679,-96334650,Microwave Radar,1,IWZ3185-SB LL
IWZ3185 - US 75 SB @ MM 100.1,42559679,-96334650,Microwave Radar,2,IWZ3185-SB RL
IWZ3105 - I-35 NB @ MM 10.25,40701550,-93843700,Microwave Radar,1,IWZ3105-NB
IWZ3189 - I-35 NB @ MM 8.3,40674120,-93849450,Microwave Radar,1,IWZ3189-NB
IWZ3189 - I-35 SB @ MM 8.3,40674191,-93850015,Microwave Radar,1,IWZ3189-SB
IWZ3105 - I-35 SB @ MM 10.25,40701550,-93843913,Microwave Radar,1,IWZ3105-SB
IWZ3714 - I-29 SB @ MM 91,41735849,-96048509,Microwave Radar,2,IWZ3714-SB RL
IWZ3714 - I-29 SB @ MM 91,41735849,-96048509,Microwave Radar,1,IWZ3714-SB LL
IWZ3714 - I-29 NB @ MM 91,41735851,-96048188,Microwave Radar,1,IWZ3714-NB LL
IWZ3714 - I-29 NB @ MM 91,41735851,-96048188,Microwave Radar,2,IWZ3714-NB RL
IWZ3716 - I-29 NB @ MM 87.2,41681285,-96040572,Microwave Radar,1,IWZ3716-NB
IWZ3717 - I-29 NB @ MM 83.85,41638980,-96011788,Microwave Radar,1,IWZ3717-NB
IWZ3159 - US 75 NB @ MM 101.9,42578504,-96314350,Microwave Radar,1,IWZ3159-NB
IWZ3159 - US 75 SB @ MM 101.9,42578627,-96314671,Microwave Radar,1,IWZ3159-SB
IWZ0258 - NB,41986015,-93571135,Microwave Radar,1,IWZ258-NB LL
IWZ0258 - NB,41986015,-93571135,Microwave Radar,2,IWZ258-NB RL
IWZ3460 - US 30 EB Off Ramp @ US,41925547,-91538358,Microwave Radar,1,IWZ3460-EBEX
IWZ3469 - US 151 SB @ US 30,41935230,-91544082,Microwave Radar,2,IWZ3469-SB RL
IWZ3469 - US 151 SB @ US 30,41935230,-91544082,Microwave Radar,1,IWZ3469-SB LL
IWZ3469 - US 151 NB @ US 30,41935253,-91543730,Microwave Radar,1,IWZ3469-NB LL
IWZ3469 - US 151 NB @ US 30,41935253,-91543730,Microwave Radar,2,IWZ3469-NB RL
IWZ 3723 NB,41483317,-95900104,Microwave Radar,1,IWZ3723-L1 NB
IWZ 3723 NB,41483317,-95900104,Microwave Radar,2,IWZ3723-L2 NB
IWZ 3723 SB,41483317,-95900104,Microwave Radar,2,IWZ3723-L4 SB
IWZ 3723 SB,41483317,-95900104,Microwave Radar,1,IWZ3723-L3 SB
IWZ 3731 EB,41494990,-95890300,Microwave Radar,1,IWZ3731-L1 EB
IWZ 3731 WB,41494990,-95890300,Microwave Radar,1,IWZ3731-L2 WB
IWZ 3118 SB,0,0,Microwave Radar,2,IWZ3118-LL SB
IWZ 3118 SB,0,0,Microwave Radar,1,IWZ3118-RL SB
IWZ 3118 NB,0,0,Microwave Radar,1,IWZ3118-LL NB
IWZ 3118 NB,0,0,Microwave Radar,2,IWZ3118-RL NB
IWZ0258 - SB,41986015,-93571135,Microwave Radar,1,IWZ258-SB LL
IWZ0258 - SB,41986015,-93571135,Microwave Radar,2,IWZ258-SB RL
IWZ3074 - NB,41969623,-91551423,Microwave Radar,2,IWZ3074- NB RL
IWZ3074 - NB,41969623,-91551423,Microwave Radar,1,IWZ3074-NB LL
IWZ3555 - I-80/35 WB EX @ NW 100,41651592,-93747261,Microwave Radar,1,IWZ3555- SB EX
IWZ3555 - I-80/35 EB EN @ NW 100,41651592,-93747261,Microwave Radar,1,IWZ3555- NB EN
IWZ3166 - SB,41683559,-93619994,Microwave Radar,1,IWZ3166-NB CL
IWZ3166 - NB,41683563,-93619750,Microwave Radar,1,IWZ3166-SB CL
IWZ3483 - US 6 EB @ EO I-380,41703619,-91637017,Microwave Radar,1,IWZ3483- EB CL
IWZ3483 - US 6 WB @ EO I-380,41703619,-91637017,Microwave Radar,1,IWZ3483- WB CL
ICDS01 - I-80 EB @ Tiffin RA,41694231,-91686409,Microwave Radar,1,ICDS01-EB LL
ICDS01 - I-80 EB @ Tiffin RA,41694231,-91686409,Microwave Radar,2,ICDS01-EB RL
ICDS01 - I-80 WB @ Tiffin RA,41694231,-91686409,Microwave Radar,1,ICDS01-WB LL
ICDS01 - I-80 WB @ Tiffin RA,41694231,-91686409,Microwave Radar,2,ICDS01-WB RL
ICDS01 - I-80 WB On Ramp @ Tiffi,41694231,-91686409,Microwave Radar,1,ICDS01-WB EN
ICDS01 - I-80 EB Off Ramp @ Tiff,41694231,-91686409,Microwave Radar,1,ICDS01-EB EX
ICDS02 - I-80 EB @ Ireland Ave,41693756,-91666866,Microwave Radar,1,ICDS02- EB LL
ICDS02 - I-80 EB @ Ireland Ave,41693756,-91666866,Microwave Radar,2,ICDS02- EB RL
ICDS02 - I-80 WB @ Ireland Ave,41693756,-91666866,Microwave Radar,1,ICDS02- WB LL
ICDS02 - I-80 WB @ Ireland Ave,41693756,-91666866,Microwave Radar,2,ICDS02- WB RL
ICDS03 - I-80 EB @ US 218 SB Off,41694039,-91644717,Microwave Radar,2,ICDS03- EB RL
ICDS03 - I-80 EB @ US 218 SB Off,41694039,-91644717,Microwave Radar,1,ICDS03- EB LL
ICDS03 - I-80 WB @ I-380 SB On R,41694039,-91644717,Microwave Radar,1,ICDS03- WB LL
ICDS03 - I-80 WB @ I-380 SB On R,41694039,-91644717,Microwave Radar,2,ICDS03- WB RL
ICDS03 - I-80 WB On Ramp @ I-380,41694039,-91644717,Microwave Radar,1,ICDS03- WB EN
ICDS03 - I-80 EB Off Ramp @ US 2,,,Microwave Radar,1,ICDS03- EB EX
ICDS04 - I-80 EB @ US 218 NB On ,41694558,-91630282,Microwave Radar,1,ICDS04-EB LL
ICDS04 - I-80 EB @ US 218 NB On ,41694558,-91630282,Microwave Radar,2,ICDS04-EB CL
ICDS04 - I-80 EB @ US 218 NB On ,41694558,-91630282,Microwave Radar,3,ICDS04-EB RL
ICDS04 - I-80 WB @ I-380 NB Off ,41694558,-91630282,Microwave Radar,2,ICDS04- WB RL
ICDS04 - I-80 WB @ I-380 NB Off ,41694558,-91630282,Microwave Radar,1,ICDS04- WB LL
ICDS04 - I-80 EB On Ramp @ US 21,41694558,-91630282,Microwave Radar,1,ICDS04- EB EN
ICDS05 - I-80 EB @ Coral Ridge A,41693910,-91615949,Microwave Radar,3,ICDS05- EB RL
ICDS05 - I-80 EB @ Coral Ridge A,41693910,-91615949,Microwave Radar,1,ICDS05- EB LL
ICDS05 - I-80 EB @ Coral Ridge A,41693910,-91615949,Microwave Radar,2,ICDS05- EB CL
ICDS05 - I-80 WB @ Coral Ridge A,41693910,-91615949,Microwave Radar,1,ICDS05- WB LL
ICDS05 - I-80 WB @ Coral Ridge A,41693910,-91615949,Microwave Radar,2,ICDS05- WB CL
ICDS05 - I-80 WB @ Coral Ridge A,41693910,-91615949,Microwave Radar,3,ICDS05- WB RL
ICDS05 - I-80 WB On Ramp @ Coral,41693910,-91615949,Microwave Radar,1,ICDS05- WB EN
ICDS05 - I-80 EB Off Ramp @ Cora,,,Microwave Radar,1,ICDS05- EB EX
ICDS06 - I-80 EB @ Coral Ridge A,41693756,-91609356,Microwave Radar,3,ICDS06- EB RL
ICDS06 - I-80 EB @ Coral Ridge A,41693756,-91609356,Microwave Radar,2,ICDS06- EB CL
ICDS06 - I-80 EB @ Coral Ridge A,41693756,-91609356,Microwave Radar,1,ICDS06- EB LL
ICDS06 - I-80 WB @ Coral Ridge A,41693756,-91609356,Microwave Radar,1,ICDS06-WB LL
ICDS06 - I-80 WB @ Coral Ridge A,41693756,-91609356,Microwave Radar,2,ICDS06- WB CL
ICDS06 - I-80 WB @ Coral Ridge A,41693756,-91609356,Microwave Radar,3,ICDS06- WB RL
ICDS06 - I-80 EB On Ramp @ Coral,41693756,-91609356,Microwave Radar,1,ICDS06- EB EN
ICDS06 - I-80 WB On Ramp @ Coral,,,Microwave Radar,1,ICDS06- WB EN
ICDS07 - I-80 EB @ Coral Ridge A,41694016,-91601319,Microwave Radar,1,ICDS07- EB LL
ICDS07 - I-80 EB @ Coral Ridge A,41694016,-91601319,Microwave Radar,2,ICDS07- EB CL
ICDS07 - I-80 EB @ Coral Ridge A,41694016,-91601319,Microwave Radar,3,ICDS07- EB RL
ICDS07 - I-80 WB @ Coral Ridge A,41694016,-91601319,Microwave Radar,3,ICDS07- WB RL
ICDS07 - I-80 WB @ Coral Ridge A,41694016,-91601319,Microwave Radar,2,ICDS07- WB CL
ICDS07 - I-80 WB @ Coral Ridge A,41694016,-91601319,Microwave Radar,1,ICDS07- WB LL
ICDS07 - I-80 EB On Ramp @ Coral,41694016,-91601319,Microwave Radar,1,ICDS07- EB EN
ICDS07 - I-80 WB Off Ramp @ Cora,,,Microwave Radar,1,ICDS07- WB EX
ICDS08 - I-80 EB @ 1st Ave Off R,41685997,-91569780,Microwave Radar,1,ICDS08- EB LL
ICDS08 - I-80 EB @ 1st Ave Off R,41685997,-91569780,Microwave Radar,2,ICDS08- EB CL
ICDS08 - I-80 EB @ 1st Ave Off R,41685997,-91569780,Microwave Radar,3,ICDS08- EB RL
ICDS08 - I-80 WB @ 1st St On Ram,41685997,-91569780,Microwave Radar,1,ICDS08- WB LL
ICDS08 - I-80 WB @ 1st St On Ram,41685997,-91569780,Microwave Radar,2,ICDS08- WB CL
ICDS08 - I-80 WB @ 1st St On Ram,41685997,-91569780,Microwave Radar,3,ICDS08- WB RL
ICDS09 - I-80 EB @ Dubuque St Of,41685727,-91544881,Microwave Radar,2,ICDS09- EB CL
ICDS09 - I-80 EB @ Dubuque St Of,41685727,-91544881,Microwave Radar,1,ICDS09- EB LL
ICDS09 - I-80 EB @ Dubuque St Of,41685727,-91544881,Microwave Radar,3,ICDS09- EB RL
ICDS09 - I-80 WB @ Dubuque St On,41685727,-91544881,Microwave Radar,1,ICDS09- WB LL
ICDS09 - I-80 WB @ Dubuque St On,41685727,-91544881,Microwave Radar,2,ICDS09- WB CL
ICDS09 - I-80 WB @ Dubuque St On,41685727,-91544881,Microwave Radar,3,ICDS09- WB RL
ICDS09 - I-80 WB On Ramp @ Dubuq,41685727,-91544881,Microwave Radar,1,ICDS09- WB EN
ICDS09 - I-80 EB Off Ramp @ Dubu,41685727,-91544881,Microwave Radar,1,ICDS09- EB EX
ICDS10 - I-80 EB @ Dodge St Off ,41686588,-91504632,Microwave Radar,3,ICDS10- EB RL
ICDS10 - I-80 EB @ Dodge St Off ,41686588,-91504632,Microwave Radar,2,ICDS10- EB CL
ICDS10 - I-80 EB @ Dodge St Off ,41686588,-91504632,Microwave Radar,1,ICDS10- EB LL
ICDS10 - I-80 WB @ Dodge St On R,41686588,-91504632,Microwave Radar,1,ICDS10- WB LL
ICDS10 - I-80 WB @ Dodge St On R,41686588,-91504632,Microwave Radar,2,ICDS10- WB CL
ICDS10 - I-80 WB @ Dodge St On R,41686588,-91504632,Microwave Radar,3,ICDS10- WB RL
ICDS10 - I-80 WB On Ramp @ Dodge,41686588,-91504632,Microwave Radar,1,ICDS10- WB EN
ICDS10 - I-80 EB Off Ramp @ Dodg,41686588,-91504632,Microwave Radar,1,ICDS10- EB EX
ICDS11 - I-80 EB @ West of Herbe,41675398,-91456531,Microwave Radar,2,ICDS11- EB RL
ICDS11 - I-80 EB @ West of Herbe,41675398,-91456531,Microwave Radar,1,ICDS11- EB LL
ICDS11 - I-80 WB @ West of Herbe,41675398,-91456531,Microwave Radar,1,ICDS11- WB LL
ICDS11 - I-80 WB @ West of Herbe,41675398,-91456531,Microwave Radar,2,ICDS11- WB RL
ICDS12 - I-80 EB @ Wapsi Ave,41667812,-91424474,Microwave Radar,1,ICDS12- WB LL
ICDS12 - I-80 EB @ Wapsi Ave,41667812,-91424474,Microwave Radar,2,ICDS12- WB RL
ICDS12 - I-80 WB @ Wapsi Ave,,,Microwave Radar,1,ICDS12- WB LL
ICDS12 - I-80 WB @ Wapsi Ave,,,Microwave Radar,2,ICDS12- WB RL
ICDS13 - US 218 NB @ I-80 EB On ,41693071,-91637129,Microwave Radar,2,ICDS13- NB RL
ICDS13 - US 218 NB @ I-80 EB On ,41693071,-91637129,Microwave Radar,1,ICDS13- NB LL
ICDS13 - US 218 SB @ I-80,41693071,-91637129,Microwave Radar,1,ICDS13-SB LL
ICDS13 - US 218 SB @ I-80,41693071,-91637129,Microwave Radar,2,ICDS13- SB RL
ICDS13 - US 218 NB On Ramp @ I-8,41693071,-91637129,Microwave Radar,1,ICDS13- NB EN
ICDS14 - US 218 SB @ I-80 WB On ,41694921,-91638938,Microwave Radar,2,ICDS13- SB RL
ICDS14 - US 218 SB @ I-80 WB On ,41694921,-91638938,Microwave Radar,1,ICDS13-SB LL
ICDS14 - US 218 NB @ I-80 WB Off,41694921,-91638938,Microwave Radar,1,ICDS14- NB LL
ICDS14 - US 218 NB @ I-80 WB Off,41694921,-91638938,Microwave Radar,2,ICDS14-NB RL
ICDS14 - US 218 SB On Ramp @ I-8,41694921,-91638938,Microwave Radar,1,ICDS14- SB EN
ICDS16 - I-380 NB @ Penn St Off ,41748769,-91641844,Microwave Radar,1,ICDS16- NB LL
ICDS16 - I-380 NB @ Penn St Off ,41748769,-91641844,Microwave Radar,2,ICDS16- NB RL
ICDS16 - I-380 SB @ Penn St On R,41748769,-91641844,Microwave Radar,1,ICDS16- SB LL
ICDS16 - I-380 SB @ Penn St On R,41748769,-91641844,Microwave Radar,2,ICDS16- SB RL
ICDS16 - I-380 SB On Ramp @ Penn,41748769,-91641844,Microwave Radar,1,ICDS16- SB EN
ICDS16 - I-380 NB Off Ramp @ Pen,41748769,-91641844,Microwave Radar,1,ICDS16- NB EX
ICDS17 - US 218 NB @ IA 1 On Ram,41637313,-91570632,Microwave Radar,2,ICDS17- NB RL
ICDS17 - US 218 NB @ IA 1 On Ram,41637313,-91570632,Microwave Radar,1,ICDS17- NB LL
ICDS17 - US 218 SB @ IA 1 Off Ra,41637313,-91570632,Microwave Radar,1,ICDS17- SB LL
ICDS17 - US 218 SB @ IA 1 Off Ra,41637313,-91570632,Microwave Radar,2,ICDS17- SB RL
ICDS17 - US 218 SB Off Ramp @ IA,41637313,-91570632,Microwave Radar,1,ICDS17- SB EX
ICDS18 - US 218 NB @ Melrose Ave,41660272,-91601861,Microwave Radar,1,ICDS18- NB LL
ICDS18 - US 218 NB @ Melrose Ave,41660272,-91601861,Microwave Radar,2,ICDS18- NB RL
ICDS18 - US 218 SB @ Melrose Ave,41660272,-91601861,Microwave Radar,2,ICDS18- SB RL
ICDS18 - US 218 SB @ Melrose Ave,41660272,-91601861,Microwave Radar,1,ICDS18- SB LL
ICDS19 - US 218 NB @ North of Me,41666379,-91610407,Microwave Radar,1,ICDS19-  NB LL
ICDS19 - US 218 NB @ North of Me,41666379,-91610407,Microwave Radar,2,ICDS19- NB RL
ICDS19 - US 218 SB @ North of Me,41666379,-91610407,Microwave Radar,2,ICDS19- SB RL
ICDS19 - US 218 SB @ North of Me,41666379,-91610407,Microwave Radar,1,ICDS19- SB LL
ICDS20 - I-380 NB @ Swan Lake Rd,41775063,-91647109,Microwave Radar,1,ICDS20- NB LL
ICDS20 - I-380 NB @ Swan Lake Rd,41775063,-91647109,Microwave Radar,2,ICDS20- NB RL
ICDS20 - I-380 SB @ Swan Lake Rd,41775063,-91647109,Microwave Radar,1,ICDS20- SB LL
ICDS20 - I-380 SB @ Swan Lake Rd,41775063,-91647109,Microwave Radar,2,ICDS20- SB RL
ICDS21 - I-380 NB @ IA 965,41800770,-91646194,Microwave Radar,1,ICDS21- NB LL
ICDS21 - I-380 NB @ IA 965,41800770,-91646194,Microwave Radar,2,ICDS21- NB RL
ICDS21 - I-380 SB @ IA 965,41800770,-91646194,Microwave Radar,2,ICDS21- SB RL
ICDS21 - I-380 SB @ IA 965,41800770,-91646194,Microwave Radar,1,ICDS21- SB LL
ICDS22 - I-380 NB @ Iowa River,41816180,-91653205,Microwave Radar,1,ICDS22- NB LL
ICDS22 - I-380 NB @ Iowa River,41816180,-91653205,Microwave Radar,2,ICDS22- NB RL
ICDS22 - I-380 SB @ Iowa River,41816180,-91653205,Microwave Radar,2,ICDS22- SB RL
ICDS22 - I-380 SB @ Iowa River,41816180,-91653205,Microwave Radar,1,ICDS22- SB LL
ICDS23 - I-380 NB @ 120th St,41847821,-91667863,Microwave Radar,1,ICDS23- NB LL
ICDS23 - I-380 NB @ 120th St,41847821,-91667863,Microwave Radar,2,ICDS23- NB RL
ICDS23 - I-380 SB @ 120th St,41847821,-91667863,Microwave Radar,2,ICDS23- SB RL
ICDS23 - I-380 SB @ 120th St,41847821,-91667863,Microwave Radar,1,ICDS23- SB LL
ICDS28 - I-80 EB @ Y Ave,41686974,-91852937,Microwave Radar,2,ICDS28- EB RL
ICDS28 - I-80 EB @ Y Ave,41686974,-91852937,Microwave Radar,1,ICDS28- EB LL
ICDS28 - I-80 WB @ Y Ave,41686974,-91852937,Microwave Radar,1,ICDS28- WB LL
ICDS28 - I-80 WB @ Y Ave,41686974,-91852937,Microwave Radar,2,ICDS28- WB RL
ICDS29 - I-80 EB @ Black Hawk Av,41688117,-91804777,Microwave Radar,1,ICDS29- EB LL
ICDS29 - I-80 EB @ Black Hawk Av,41688117,-91804777,Microwave Radar,2,ICDS29- EB RL
ICDS29 - I-80 WB @ Black Hawk Av,,,Microwave Radar,2,ICDS29- WB RL
ICDS29 - I-80 WB @ Black Hawk Av,,,Microwave Radar,1,ICDS29- WB LL
ICDS30 - I-80 EB @ Eagle Ave,41692269,-91754995,Microwave Radar,1,ICDS30- EB LL
ICDS30 - I-80 EB @ Eagle Ave,41692269,-91754995,Microwave Radar,2,ICDS30- EB RL
ICDS30 - I-80 WB @ Eagle Ave,41692269,-91754995,Microwave Radar,1,ICDS30- WB LL
ICDS30 - I-80 WB @ Eagle Ave,41692269,-91754995,Microwave Radar,2,ICDS30- WB RL
CRDS01 - I-380 NB @ Cedar Rapids,41867695,-91669047,Microwave Radar,1,CRDS01- NB LL
CRDS01 - I-380 NB @ Cedar Rapids,41867695,-91669047,Microwave Radar,2,CRDS01- NB RL
CRDS01 - I-380 SB @ Cedar Rapids,41867695,-91669047,Microwave Radar,2,CRDS01- SB RL
CRDS01 - I-380 SB @ Cedar Rapids,41867695,-91669047,Microwave Radar,1,CRDS01- SB LL
CRDS02 - I-380 NB @ Wright Broth,41890717,-91671374,Microwave Radar,2,CRDS02- NB RL
CRDS02 - I-380 NB @ Wright Broth,41890717,-91671374,Microwave Radar,1,CRDS02- NB LL
CRDS02 - I-380 SB @ Wright Broth,41890717,-91671374,Microwave Radar,2,CRDS02- SB RL
CRDS02 - I-380 SB @ Wright Broth,41890717,-91671374,Microwave Radar,1,CRDS02- SB LL
CRDS03 - I-380 NB @ 76th Ave SW,41905195,-91672524,Microwave Radar,1,CRDS03- NB LL
CRDS03 - I-380 NB @ 76th Ave SW,41905195,-91672524,Microwave Radar,2,CRDS03- NB RL
CRDS03 - I-380 SB @ 76th Ave SW,41905195,-91672524,Microwave Radar,1,CRDS03- SB LL
CRDS03 - I-380 SB @ 76th Ave SW,41905195,-91672524,Microwave Radar,2,CRDS03- SB RL
CRDS04 - I-380 NB @ US 30 EB Off,41922396,-91670097,Microwave Radar,2,CRDS04- NB RL
CRDS04 - I-380 NB @ US 30 EB Off,41922396,-91670097,Microwave Radar,1,CRDS04- NB LL
CRDS04 - I-380 SB Off Ramp @ US ,41922396,-91670097,Microwave Radar,2,CRDS04- SB RL
CRDS04 - I-380 SB Off Ramp @ US ,41922396,-91670097,Microwave Radar,1,CRDS04- SB LL
CRDS04 - I-380 NB Off Ramp @ US ,41922396,-91670097,Microwave Radar,1,CRDS04- NB EX
CRDS05 - I-380 NB @ US 30,41926592,-91670240,Microwave Radar,1,CRDS05- NB LL
CRDS05 - I-380 NB @ US 30,41926592,-91670240,Microwave Radar,2,CRDS05- NB RL
CRDS05 - I-380 SB @ US 30,41926592,-91670240,Microwave Radar,2,CRDS05- SB RL
CRDS05 - I-380 SB @ US 30,41926592,-91670240,Microwave Radar,1,CRDS05- SB LL
CRDS05 - I-380 NB On Ramp @ US 3,41926592,-91670240,Microwave Radar,1,CRDS05- NB EN
CRDS06 - I-380 SB @ North of US ,41930180,-91670080,Microwave Radar,1,CRDS06- SB LL
CRDS06 - I-380 SB @ North of US ,41930180,-91670080,Microwave Radar,2,CRDS06- SB RL
CRDS06 - I-380 NB @ North of US ,41930180,-91670080,Microwave Radar,2,CRDS06- NB RL
CRDS06 - I-380 NB @ North of US ,41930180,-91670080,Microwave Radar,1,CRDS06- NB LL
CRDS07 - I-380 SB Off Ramp @ US ,41932307,-91670222,Microwave Radar,1,CRDS07- SB EX
CRDS07 - I-380 SB Off Ramp @ US ,41932307,-91670222,Microwave Radar,2,CRDS07- SB EX
CRDS08 - I-380 NB @ Hawkeye down,41935402,-91669297,Microwave Radar,2,CRDS08- NB CL
CRDS08 - I-380 NB @ Hawkeye down,41935402,-91669297,Microwave Radar,1,CRDS08- NB LL
CRDS08 - I-380 NB @ Hawkeye down,41935402,-91669297,Microwave Radar,3,CRDS08- NB RL
CRDS08 - I-380 SB @ Hawkeye down,41935402,-91669297,Microwave Radar,1,CRDS08- SB LL
CRDS08 - I-380 SB @ Hawkeye down,41935402,-91669297,Microwave Radar,2,CRDS08- SB RL
CRDS08 - I-380 SB Off Ramp @ US ,41935402,-91669297,Microwave Radar,1,CRDS08- SB EX
CRDS09 - I-380 NB @ 33rd Ave SW ,41942205,-91670293,Microwave Radar,2,CRDS09- NB CL
CRDS09 - I-380 NB @ 33rd Ave SW ,41942205,-91670293,Microwave Radar,1,CRDS09- NB LL
CRDS09 - I-380 NB @ 33rd Ave SW ,41942205,-91670293,Microwave Radar,3,CRDS09- NB RL
CRDS09 - I-380 SB @ 33rd Ave SW ,41942205,-91670293,Microwave Radar,3,CRDS09- SB RL
CRDS09 - I-380 SB @ 33rd Ave SW ,41942205,-91670293,Microwave Radar,1,CRDS09- SB LL
CRDS09 - I-380 SB @ 33rd Ave SW ,41942205,-91670293,Microwave Radar,2,CRDS09- SB CL
CRDS09 - I-380 NB Off Ramp @ 33r,41942205,-91670293,Microwave Radar,1,CRDS09- NB EX
CRDS09 - I-380 SB On Ramp @ 33rd,41942205,-91670293,Microwave Radar,1,CRDS09- SB EN
CRDS10 - I-380 NB @ 33rd Ave SW ,41948081,-91670594,Microwave Radar,2,CRDS10- NB CL
CRDS10 - I-380 NB @ 33rd Ave SW ,41948081,-91670594,Microwave Radar,1,CRDS10- NB LL
CRDS10 - I-380 NB @ 33rd Ave SW ,41948081,-91670594,Microwave Radar,3,CRDS10- NB RL
CRDS10 - I-380 SB @ 33rd Ave SW ,41948081,-91670594,Microwave Radar,1,CRDS10- SB LL
CRDS10 - I-380 SB @ 33rd Ave SW ,41948081,-91670594,Microwave Radar,3,CRDS10- SB RL
CRDS10 - I-380 SB @ 33rd Ave SW ,41948081,-91670594,Microwave Radar,2,CRDS10- SB CL
CRDS10 - I-380 NB On Ramp @ 33rd,41948081,-91670594,Microwave Radar,1,CRDS10- NB EN
CRDS10 - I-380 SB Off Ramp @ 33r,41948081,-91670594,Microwave Radar,1,CRDS10- SB EX
CRDS11 - I-380 NB Off Ramp @ Wil,41948081,-91670594,Microwave Radar,1,CRDS11- NB EX
CRDS11 - I-380 NB @ Wilson Ave S,41948081,-91670594,Microwave Radar,2,CRDS11- NB CL
CRDS11 - I-380 NB @ Wilson Ave S,41948081,-91670594,Microwave Radar,1,CRDS11- NB LL
CRDS11 - I-380 NB @ Wilson Ave S,41948081,-91670594,Microwave Radar,3,CRDS11- NB RL
CRDS11 - I-380 SB @ Wilson Ave S,41948081,-91670594,Microwave Radar,3,CRDS11- SB RL
CRDS11 - I-380 SB @ Wilson Ave S,41948081,-91670594,Microwave Radar,1,CRDS11- SB LL
CRDS11 - I-380 SB @ Wilson Ave S,41948081,-91670594,Microwave Radar,2,CRDS11- SB CL
CRDS11 - I-380 SB On Ramp @ Wils,,,Microwave Radar,1,CRDS11- SB EN
CRDS12 - I-380 NB @ Wilson Ave S,41960394,-91671124,Microwave Radar,2,CRDS12- NB CL
CRDS12 - I-380 NB @ Wilson Ave S,41960394,-91671124,Microwave Radar,1,CRDS12- NB LL
CRDS12 - I-380 NB @ Wilson Ave S,41960394,-91671124,Microwave Radar,3,CRDS12- NB RL
CRDS12 - I-380 SB @ Wilson Ave S,41960394,-91671124,Microwave Radar,2,CRDS12- SB CL
CRDS12 - I-380 SB @ Wilson Ave S,41960394,-91671124,Microwave Radar,1,CRDS12- SB LL
CRDS12 - I-380 SB @ Wilson Ave S,41960394,-91671124,Microwave Radar,3,CRDS12- SB RL
CRDS12 - I-380 NB On Ramp @ Wils,41960394,-91671124,Microwave Radar,1,CRDS12- NB EN
CRDS12 - I-380 SB Off Ramp @ Wil,41960394,-91671124,Microwave Radar,1,CRDS12- SB EX
CRDS13 - I-380 NB @ South of 8th,41966808,-91670600,Microwave Radar,2,CRDS13- NB CL
CRDS13 - I-380 NB @ South of 8th,41966808,-91670600,Microwave Radar,1,CRDS13- NB LL
CRDS13 - I-380 NB @ South of 8th,41966808,-91670600,Microwave Radar,3,CRDS13- NB RL
CRDS13 - I-380 SB @ South of 8th,,,Microwave Radar,2,CRDS13- SB CL
CRDS13 - I-380 SB @ South of 8th,,,Microwave Radar,1,CRDS13- SB LL
CRDS13 - I-380 SB @ South of 8th,,,Microwave Radar,3,CRDS13- SB RL
CRDS15 - I-380 NB @ 1st Ave SW,41975688,-91675971,Microwave Radar,1,CRDS15- NB LL
CRDS15 - I-380 NB @ 1st Ave SW,41975688,-91675971,Microwave Radar,3,CRDS15- NB RL
CRDS15 - I-380 NB @ 1st Ave SW,41975688,-91675971,Microwave Radar,2,CRDS15- NB CL
CRDS15 - I-380 NB Off Ramp @ 1st,41975688,-91675971,Microwave Radar,1,CRDS15- NB EX
CRDS17 - I-380 NB @ 1st St W,41976467,-91675637,Microwave Radar,2,CRDS17- NB CL
CRDS17 - I-380 NB @ 1st St W,41976467,-91675637,Microwave Radar,1,CRDS17- NB LL
CRDS17 - I-380 NB @ 1st St W,41976467,-91675637,Microwave Radar,3,CRDS17- NB RL
CRDS17 - I-380 NB Off Ramp @ 1st,,,Microwave Radar,1,CRDS17- NB EX
CRDS19 - I-380 NB @ Cedar River,41979700,-91670925,Microwave Radar,1,CRDS19- NB LL
CRDS19 - I-380 NB @ Cedar River,41979700,-91670925,Microwave Radar,2,CRDS19- NB CL
CRDS19 - I-380 NB @ Cedar River,41979700,-91670925,Microwave Radar,3,CRDS19- NB RL
CRDS19 - I-380 SB @ Cedar River,,,Microwave Radar,3,CRDS19- SB RL
CRDS19 - I-380 SB @ Cedar River,,,Microwave Radar,1,CRDS19- SB LL
CRDS19 - I-380 SB @ Cedar River,,,Microwave Radar,2,CRDS19- SB CL
CRDS20 - I-380 NB @ 4th St NE,41981582,-91666677,Microwave Radar,2,CRDS20- NB CL
CRDS20 - I-380 NB @ 4th St NE,41981582,-91666677,Microwave Radar,1,CRDS20- NB LL
